elementType,editType,scriptLength,specialCharRatio,GSB,jsEval,class
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
60,2,-1,-1,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.1951219512195122,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.20253164556962025,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
60,2,-1,0.2,-1,-1,benign
69,2,-1,0.42857142857142855,-1,-1,benign
69,2,-1,0.42857142857142855,-1,-1,benign
6,2,-1,0.1956521739130435,-1,-1,benign
6,2,-1,0.1956521739130435,-1,-1,benign
6,2,-1,0.1956521739130435,-1,-1,benign
6,2,-1,0.1956521739130435,-1,-1,benign
6,2,-1,0.1956521739130435,-1,-1,benign
38,3,-1,-1,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
0,2,-1,0.23076923076923078,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
38,3,-1,-1,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
110,1,-1,0.05454545454545454,-1,-1,benign
138,2,-1,0.18518518518518517,-1,-1,benign
138,2,-1,0.18518518518518517,-1,-1,benign
138,2,-1,0.18518518518518517,-1,-1,benign
138,2,-1,0.1509433962264151,-1,-1,benign
138,2,-1,0.1509433962264151,-1,-1,benign
138,2,-1,0.1509433962264151,-1,-1,benign
138,2,-1,0.1509433962264151,-1,-1,benign
138,2,-1,0.1509433962264151,-1,-1,benign
138,2,-1,0.1509433962264151,-1,-1,benign
77,2,-1,0.25,-1,-1,benign
77,2,-1,0.25,-1,-1,benign
77,2,-1,0.25,-1,-1,benign
77,2,-1,0.25,-1,-1,benign
77,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
6,2,-1,0.24675324675324675,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
38,2,-1,0.19230769230769232,-1,-1,benign
38,1,-1,0.0,-1,-1,benign
38,1,-1,0.0,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1724137931034483,-1,-1,benign
0,2,-1,0.1724137931034483,-1,-1,benign
0,2,-1,0.1724137931034483,-1,-1,benign
0,2,-1,0.1724137931034483,-1,-1,benign
0,2,-1,0.1724137931034483,-1,-1,benign
0,2,-1,0.1724137931034483,-1,-1,benign
0,2,-1,0.1724137931034483,-1,-1,benign
0,2,-1,0.2222222222222222,-1,-1,benign
0,2,-1,0.2222222222222222,-1,-1,benign
0,2,-1,0.2222222222222222,-1,-1,benign
0,2,-1,0.2222222222222222,-1,-1,benign
0,2,-1,0.2222222222222222,-1,-1,benign
0,2,-1,0.2222222222222222,-1,-1,benign
0,2,-1,0.2222222222222222,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
0,2,-1,0.25,-1,-1,benign
110,1,-1,0.2,-1,-1,benign
110,1,-1,0.2,-1,-1,benign
110,1,-1,0.2,-1,-1,benign
110,1,-1,0.2,-1,-1,benign
110,1,-1,0.2,-1,-1,benign
110,1,-1,0.2,-1,-1,benign
60,2,-1,0.033707865168539325,-1,-1,benign
60,2,-1,0.033707865168539325,-1,-1,benign
60,2,-1,0.033707865168539325,-1,-1,benign
60,2,-1,0.033707865168539325,-1,-1,benign
60,2,-1,0.033707865168539325,-1,-1,benign
60,2,-1,0.033707865168539325,-1,-1,benign
60,2,-1,0.033707865168539325,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.21621621621621623,-1,-1,benign
60,2,-1,0.21621621621621623,-1,-1,benign
60,2,-1,0.21621621621621623,-1,-1,benign
60,2,-1,0.21621621621621623,-1,-1,benign
60,2,-1,0.21621621621621623,-1,-1,benign
60,2,-1,0.21621621621621623,-1,-1,benign
60,2,-1,0.21621621621621623,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.22535211267605634,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.2222222222222222,-1,-1,benign
60,2,-1,0.22077922077922077,-1,-1,benign
60,2,-1,0.22077922077922077,-1,-1,benign
60,2,-1,0.22077922077922077,-1,-1,benign
60,2,-1,0.22077922077922077,-1,-1,benign
60,2,-1,0.22077922077922077,-1,-1,benign
60,2,-1,0.22077922077922077,-1,-1,benign
60,2,-1,0.22077922077922077,-1,-1,benign
110,1,-1,0.038461538461538464,-1,-1,benign
110,1,-1,0.038461538461538464,-1,-1,benign
110,1,-1,0.038461538461538464,-1,-1,benign
110,1,-1,0.038461538461538464,-1,-1,benign
110,1,-1,0.038461538461538464,-1,-1,benign
110,1,-1,0.038461538461538464,-1,-1,benign
110,1,-1,0.038461538461538464,-1,-1,benign
38,2,-1,0.18518518518518517,-1,-1,benign
38,2,-1,0.18518518518518517,-1,-1,benign
38,2,-1,0.18518518518518517,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
131,2,-1,0.15584415584415584,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
137,1,-1,0.08333333333333333,-1,-1,benign
137,1,-1,0.08333333333333333,-1,-1,benign
137,1,-1,0.08333333333333333,-1,-1,benign
137,1,-1,0.08333333333333333,-1,-1,benign
137,1,-1,0.08333333333333333,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.234375,-1,-1,benign
6,2,-1,0.234375,-1,-1,benign
6,2,-1,0.234375,-1,-1,benign
6,2,-1,0.234375,-1,-1,benign
6,2,-1,0.234375,-1,-1,benign
6,2,-1,0.234375,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,2,-1,0.3125,-1,-1,benign
0,4,-1,0.18181818181818182,-1,-1,benign
0,2,-1,0.22,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
110,1,-1,0.0,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
-1,1,-1,0.37894736842105264,-1,-1,benign
103,2,91,0.3188405797101449,-1,-1,benign
103,2,91,0.3188405797101449,-1,-1,benign
103,2,62,0.4090909090909091,-1,-1,benign
103,2,62,0.4090909090909091,-1,-1,benign
103,2,63,0.4,-1,-1,benign
103,2,63,0.4,-1,-1,benign
38,3,-1,-1,-1,-1,benign
69,2,-1,0.3695652173913043,-1,-1,benign
69,2,-1,0.3695652173913043,-1,-1,benign
69,2,-1,0.3695652173913043,-1,-1,benign
69,2,-1,0.3695652173913043,-1,-1,benign
69,2,-1,0.42105263157894735,-1,-1,benign
69,2,-1,0.42105263157894735,-1,-1,benign
6,2,-1,0.25316455696202533,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.25,-1,-1,benign
6,2,-1,0.26153846153846155,-1,-1,benign
6,2,-1,0.26153846153846155,-1,-1,benign
38,3,-1,-1,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
0,2,-1,0.1956521739130435,-1,-1,benign
138,0,-1,-1,-1,-1,benign
38,0,-1,-1,-1,-1,benign
38,0,-1,0.0,-1,-1,benign
38,0,-1,0.0,-1,-1,benign
110,0,-1,-1,-1,-1,benign
68,0,-1,-1,-1,-1,benign
6,0,-1,-1,-1,-1,benign
110,0,-1,0.0,-1,-1,benign
0,0,-1,-1,-1,-1,benign
110,0,-1,0.07692307692307693,-1,-1,benign
38,0,-1,-1,-1,-1,benign
0,0,-1,-1,-1,-1,benign
68,0,-1,-1,-1,-1,benign
